Product name,Product cost,Product image link,Product URL,Product ID,Product available,Product shops
"Набор шоколада ""От всего сердца"" (60 г; 9,5x12,5 см)","7,99 руб.",https://s5-goods.ozstatic.by/480/819/983/10/10983819_0_Nabor_shokolada_Ot_vsego_serdca_60_g_95x125_sm.jpg,https://oz.by/chocolate/more10983819.html,№ 10983819,"15,98 руб.",МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"","","",https://oz.by/chocolate/more101106063.html,"","",""
"","","",https://oz.by/chocolate/more10737183.html,"","",""
"","","",https://oz.by/chocolate/more10997395.html,"","",""
"","","",https://oz.by/chocolate/more101053352.html,"","",""
"","","",https://oz.by/chocolate/more101088501.html,"","",""
"","","",https://oz.by/chocolate/more10816759.html,"","",""
"","","",https://oz.by/chocolate/more10988045.html,"","",""
"","","",https://oz.by/chocolate/more101106094.html,"","",""
"","","",https://oz.by/chocolate/more10960701.html,"","",""
"","","",https://oz.by/chocolate/more10841176.html,"","",""
"","","",https://oz.by/chocolate/more10737088.html,"","",""
"","","",https://oz.by/chocolate/more101096206.html,"","",""
"","","",https://oz.by/chocolate/more101098666.html,"","",""
"","","",https://oz.by/chocolate/more10737201.html,"","",""
"","","",https://oz.by/chocolate/more10983842.html,"","",""
"","","",https://oz.by/chocolate/more10737085.html,"","",""
"","","",https://oz.by/chocolate/more101108854.html,"","",""
"","","",https://oz.by/chocolate/more101072822.html,"","",""
"","","",https://oz.by/chocolate/more10838230.html,"","",""
"Набор шоколада ""Дед Мороз. Новогодний каток"" (255 г)","8,79 руб.",https://s5-goods.ozstatic.by/480/638/55/101/101055638_0_Nabor_shokolada_Ded_Moroz_Novogodniy_katok_255_g.jpg,https://oz.by/chocolate/more101055638.html,№ 101055638,На складе,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"Открытка с шоколадом ""Любимой дочке"" (5 г)","3,99 руб.",https://s5-goods.ozstatic.by/480/529/100/101/101100529_0_Otkritka_s_shokoladom_Lyubimoy_dochke_5_g.jpg,https://oz.by/chocolate/more101100529.html,№ 101100529,за комплект,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"","","",https://oz.by/chocolate/more10965011.html,"","",""
"Шоколад молочный ""Grazioso. Cappuccino"" (100 г)","5,15 руб.",https://s1-goods.ozstatic.by/480/160/947/10/10947160_0_Shokolad_molochniy_razioso_Cappuccino_100_g.jpg,https://oz.by/chocolate/more10947160.html,№ 10947160,за комплект,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"","","",https://oz.by/chocolate/more101098939.html,"","",""
"","","",https://oz.by/chocolate/more10983850.html,"","",""
"","","",https://oz.by/chocolate/more10808073.html,"","",""
"","","",https://oz.by/chocolate/more10988039.html,"","",""
"","","",https://oz.by/chocolate/more101053362.html,"","",""
"","","",https://oz.by/chocolate/more10964889.html,"","",""
"","","",https://oz.by/chocolate/more10992223.html,"","",""
"","","",https://oz.by/chocolate/more10972301.html,"","",""
"","","",https://oz.by/chocolate/more10988035.html,"","",""
"","","",https://oz.by/chocolate/more10737118.html,"","",""
"","","",https://oz.by/chocolate/more10983799.html,"","",""
"","","",https://oz.by/chocolate/more101062968.html,"","",""
"","","",https://oz.by/chocolate/more10988420.html,"","",""
"","","",https://oz.by/chocolate/more101069056.html,"","",""
"","","",https://oz.by/chocolate/more101001678.html,"","",""
"","","",https://oz.by/chocolate/more101112182.html,"","",""
"Открытка с шоколадом ""Новогодняя история"" (45 г)","5,32 руб.",https://s2-goods.ozstatic.by/480/563/76/101/101076563_0_Otkritka_s_shokoladom_Novogodnyaya_istoriya_45_g.jpg,https://oz.by/chocolate/more101076563.html,№ 101076563,На складе,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"","","",https://oz.by/chocolate/more10737156.html,"","",""
"","","",https://oz.by/chocolate/more101100528.html,"","",""
"","","",https://oz.by/chocolate/more101096208.html,"","",""
"Шоколад белый ""Milka. Bubbles. С фундуком"" (79 г)","4,99 руб.",https://s1-goods.ozstatic.by/480/890/964/10/10964890_0_Shokolad_beliy_Milka_Bubbles_S_fundukom_79_g.jpg,https://oz.by/chocolate/more10964890.html,№ 10964890,за комплект,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"","","",https://oz.by/chocolate/more101076605.html,"","",""
"Шоколад белый ""Томер Эксперт"" (капли; 400 г)","19,49 руб.",https://s5-goods.ozstatic.by/480/549/52/101/101052549_0_Shokolad_beliy_Tomer_Ekspert_kapli_400_g.jpg,https://oz.by/chocolate/more101052549.html,№ 101052549,На складе,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"Шоколад молочный ""Моему супергерою"" (90 г)","4,63 руб.",https://s5-goods.ozstatic.by/480/899/736/10/10736899_0_Shokolad_molochniy_Moemu_supergeroyu_90_g.jpg,https://oz.by/chocolate/more10736899.html,№ 10736899,"13,78 руб.",МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"","","",https://oz.by/chocolate/more101106007.html,"","",""
"Шоколад горький ""Шоколадные деликатесы"" (80 г)","6,28 руб.",https://s1-goods.ozstatic.by/480/10/106/101/101106010_0_Shokolad_gorkiy_Shokoladnie_delikatesi_80_g.jpg,https://oz.by/chocolate/more101106010.html,№ 101106010,На складе,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"","","",https://oz.by/chocolate/more10983852.html,"","",""
"","","",https://oz.by/chocolate/more10917187.html,"","",""
"Открытка с шоколадом ""С Новым годом. Тигр с подарком"" (5 г)","2,39 руб.",https://s1-goods.ozstatic.by/480/581/76/101/101076581_0_Otkritka_s_shokoladom_S_Novim_godom_Tigr_s_podarkom_5_g.jpg,https://oz.by/chocolate/more101076581.html,№ 101076581,На складе,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"Шоколад молочный ""Ежевика и витграсс"" (65 г)","6,99 руб.",https://s1-goods.ozstatic.by/480/221/112/101/101112221_0_Shokolad_molochniy_Ezhevika_i_vitgrass_65_g.jpg,https://oz.by/chocolate/more101112221.html,№ 101112221,На складе,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"","","",https://oz.by/chocolate/more101065618.html,"","",""
"","","",https://oz.by/chocolate/more101103142.html,"","",""
"Открытка с шоколадом ""Олень"" (5 г)","1,64 руб.",https://s4-goods.ozstatic.by/480/57/69/101/101069057_0_Otkritka_s_shokoladom_Olen_5_g.jpg,https://oz.by/chocolate/more101069057.html,№ 101069057,На складе,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"","","",https://oz.by/chocolate/more101085223.html,"","",""
"","","",https://oz.by/chocolate/more10917187.html,"","",""
"Набор шоколада ""Для доченьки"" (60 г)","7,99 руб.",https://s3-goods.ozstatic.by/480/115/737/10/10737115_0_Nabor_shokolada_Dlya_dochenki_60_g.jpg,https://oz.by/chocolate/more10737115.html,№ 10737115,за комплект,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"","","",https://oz.by/chocolate/more10997389.html,"","",""
"","","",https://oz.by/chocolate/more10974414.html,"","",""
"Шоколад белый ""Nature's Own Factory. Гречишный"" (20 г)","4,35 руб.",https://s3-goods.ozstatic.by/480/704/816/10/10816704_0_Shokolad_beliy_Natures_Own_Factory_Rrechishniy_20_g.jpg,https://oz.by/chocolate/more10816704.html,№ 10816704,за комплект,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"","","",https://oz.by/chocolate/more10816745.html,"","",""
"Набор шоколада ""С Днем рождения. Планеты"" (45 г; 11x11 см)","8,39 руб.",https://s1-goods.ozstatic.by/480/620/65/101/101065620_0_Nabor_shokolada_S_Dnem_rozhdeniya_Planeti_45_g_11x11_sm.jpg,https://oz.by/chocolate/more101065620.html,№ 101065620,за комплект,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"Открытка с шоколадом ""Чудесного Нового Года с тигрёнком"" (20 г)","3,99 руб.",https://s3-goods.ozstatic.by/480/594/76/101/101076594_0_Otkritka_s_shokoladom_CHudesnogo_Novogo_Roda_s_tigrenkom_20_g.jpg,https://oz.by/chocolate/more101076594.html,№ 101076594,На складе,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"Шоколад молочный ""Тому, кто вел себя хорошо в этом году"" (80 г)","3,00 руб.",https://s5-goods.ozstatic.by/480/568/80/101/101080568_0_Shokolad_molochniy_Tomu_kto_vel_sebya_horosho_v_etom_godu_80_g.jpg,https://oz.by/chocolate/more101080568.html,№ 101080568,за комплект,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
